Monobit,Frequency Within Block,Runs,Longest Runs in Ones,Binary Matrix Rank,Non-Overlapping Template,Overlapping Template,Linear Complexity,Maurers
2.5907032709999998,105.0025017,515060,2.6976395839999996,4.09509228,0.006595635872,2.419849186,7.432256562999999,6.194809737601141
0.3686921702772007,132.6772828,514675,1.37075208,2.0033256390000003,0.007785932111,3.108673037,3.033963924,6.199241250928786
1.2677490133060965,86.66631387,514147,3.538110119,3.612738089,0.0007661042178999999,6.273574831,1.542259199,6.194843573189465
0.6999236387615307,111.33291640000002,514765,8.768369773,0.9562251268,0.0007663004109,3.99401762,3.13628423,6.198009424131899
1.3249258739373202,100.0761089,514262,7.857126085,0.6758903727,0.024560516040000004,8.758043385,7.607204635,6.198630699480866
0.3213733890651536,101.9712306,514967,16.83887276,2.9696432230000003,0.0009792229571,5.894303809,3.85946269,6.192276952393677
2.1017425321684278,87.80785144,514540,9.406476163999999,1.581583583,0.00202779581,10.35934061,7.906253656,6.194877916281218
0.2917991508076241,101.5848167,514735,1.923734474,0.6438219504,0.0004710931107,3.491500452,3.099758483,6.2018371069139615
1.2243734638617199,92.56028096,514264,12.77442353,1.682188424,0.0039240830050000005,12.45595175,0.9394522038,6.199413728283306
0.1774454295451768,100.9505436,513965,3.630307063,3.2163501,0.001682657312,1.16431963,8.974475938,6.199783377393107
0.9306026971702606,141.1052632,515463,4.39974308,0.6869338359999999,0.006646406864999999,4.349497042,6.27758161,6.196835140590554
1.039041570781202,97.51207544,514719,0.8394718715,0.02097885222,0.004643211861,6.149891713,4.400488927,6.200147453856978
1.892751248481886,81.43048206,514362,13.76439065,1.78490549,0.001721553162,4.6444285810000006,3.4742163460000004,6.192911583178141
1.5772927070682383,107.0916001,515009,5.903396676,0.3571247479,0.001965615695,1.376605825,4.034129882,6.196841892429453
0.6940087911100249,100.9736361,515035,1.461104044,1.009547638,0.001344542507,4.09256079,6.132053625,6.193945089974138
0.8793406841905429,95.10814972,514764,5.194927867,1.238765959,0.009275988321,3.770091138,12.86452098,6.192171300567206
2.342279669996334,120.1819494,514738,5.130079146,6.127121916,0.01510151707,8.372877078,7.892251026,6.197723382504201
0.07294978770190602,93.96892139,514865,9.009825297999999,3.675140048,0.001424550934,4.261861985,4.938277789,6.1909569038970345
0.2898275349237888,92.23159819,513527,8.119368892,4.507606486999999,0.003589065791,5.108509476,3.829132608,6.195795496279869
2.4960657089354865,113.9770038,515526,4.410376684,0.91311323,0.002323612448,2.47540915,4.288403807,6.1992133817123385
0.3844650973478831,98.59665159,514664,4.068491196,0.9783972454,0.0006139584244,6.1428980310000005,3.5066865380000003,6.200916450666729
0.9168013859834137,100.5425767,513890,9.128727188,5.450851185,0.008394505518,3.906130502,11.10614796,6.1928423431212
1.4944848399471558,108.6026171,514388,0.4435820002000001,0.3651885439,0.003613518772,6.615226932000001,5.050418267,6.191652456942993
1.3150677945181437,88.96170499,515333,5.509878433,0.1284769255,0.004607720098,6.754199226,4.356204697,6.1933930766086265
0.13801311186847084,90.58510536,514935,3.027784159,4.302528261,0.0019767582380000003,1.01649141,10.3041716,6.19714580004476
0.7078101022968719,93.57634947,514449,3.610623417,0.12958503,0.0002125752516,5.67212811,2.586652742,6.200903413976687
0.48304589153964794,109.78033290000002,514113,9.935015857,0.1876748883,0.008577287821,4.631745513,4.643969657,6.187525508454403
1.1041048949477668,97.6721832,514278,9.359860569,0.8527819042,0.003077924298,2.377932433,2.260200109,6.200476911979554
0.277997839620777,110.2206293,514244,3.396178445,3.127661601,0.001176064461,11.00532438,5.597312122000001,6.196325352214491
0.6250022351757895,105.1233523,515126,4.928639468,1.894093683,0.002054149427,4.537956844,4.614311704,6.1950756616216225
0.9877795578014842,85.79495814,513863,2.789096085,1.952681812,0.005837292473,10.50502288,6.198640331,6.191719986110794
2.078083141562404,105.04098909999998,514105,7.0157039810000015,4.960800986000001,0.005053830982,0.7964132786,1.927722757,6.193924931390177
1.6955896600983562,110.3237756,515141,5.056764566,0.5175920037,0.03686655211,8.540458753,4.41093346,6.196205602007291
0.3805218655802125,94.71480804,514164,4.823970092,0.4997782125,0.01209525769,1.937850502,1.450207953,6.1999654624537195
0.3036288461106359,75.08005388,515391,11.37534612,1.899479558,0.000687144747,9.664164502,6.64813065,6.196205253085587
1.0074957166398373,96.3097277,515259,3.055461666,1.250484304,0.0005514299201,6.633779883,4.845199284,6.197029486447748
1.0824171202255786,97.87924565,514824,6.674914382000001,0.6084201589,0.003523409851,7.8533032989999985,5.238952769,6.191229333869615
0.6742926322716719,85.78649091,515663,6.670408635,0.1588100737,0.001277659066,2.16633071,4.137212814,6.19586763994531
0.033517470025200065,107.16087749999998,514512,3.74639288,0.8138603324,0.04500399677,3.4003818439999995,4.55687123,6.196188620028648
0.13012664833312965,92.58799192,514953,5.328339614,3.1853890330000003,0.00985793396,1.83802532,3.984791572,6.194997250720522
1.9065525596687332,86.30530165,513912,5.92957321,4.687853671,0.001147423585,2.80749786,12.65313854,6.200556854976536
0.29771399845913,98.21485615,514447,11.90142148,0.5583297886999999,0.008644457036,2.400481812,5.75094343,6.197799601536371
2.1096289957037686,98.77908207,514777,1.5435259140000002,0.02937685819,0.0014359856760000002,1.02693165,3.339946805,6.195683165561934
0.3233450049489888,105.1248918,515209,1.7508974940000002,0.25513030870000003,0.01101177334,2.579153016,12.72526851,6.194503334629772
1.4195634363614145,116.0784182,515332,14.55573177,0.5862295795,0.0006646355476,0.9502125905,4.695603282,6.195831425040471
0.4002380244185655,82.50274223,515168,0.9008022356,0.6932998953,0.002563660222,5.420119657000001,2.337040176,6.19346558142891
2.241727259920734,114.3018378,514115,11.28425827,0.7465765412,0.009030380902,5.80253201,6.258721406,6.1980892196831
0.8024476647209662,136.8346964,514890,4.631528824,1.626465448,0.0008078261873,8.891364937,7.148631086,6.190922780966897
0.5283930568678599,124.8127586,515909,6.762879002000001,2.929278997,0.001479742505,8.982822094,10.51528149,6.193359216473605
1.7350219777750622,93.18685654,514382,4.230506368,0.6024345378,0.004426279668,5.567399502000001,0.4614236294,6.198594162230604
0.033517470025200065,85.95275666,514321,1.935237668,1.682188424,0.0008280810282,5.704759351,7.375689286,6.196933919977014
0.12026856891395316,88.1426922,515135,3.338254312,0.8519469186,0.0009056962169,12.1633258,3.148204091,6.1949480671216675
0.3489760114388477,105.2010969,514218,7.610453901,0.1531853849,0.03032792069,4.472039511,7.9879306739999985,6.198830707361106
0.14984280717148266,83.77744636,514592,7.2216441589999985,1.121638538,0.00295176697,0.4562274576,3.4327225460000004,6.200285022214674
0.9089149224480724,88.92167805,515301,6.375103144,0.6087958875,0.007894363813,4.403050014,3.224781164,6.195244940338594
0.9660917830792959,79.3898778,514979,4.672919992,0.4790845048,0.0007581561802000001,8.469528468,4.130764149,6.192104774865558
0.40615287207007134,94.71326855,514082,8.86358095,1.065781868,0.0095869977,6.770278377,5.152412466,6.1954290096849505
0.3430611637873418,97.00250168,514671,5.623498129,3.5281507000000003,0.014519203490000004,5.990839687999999,7.556577217,6.197783548751919
0.07492140358574131,97.05176561,514025,8.195162087,3.805058507,0.003063303455,4.0526165239999985,4.768811902,6.191603212894488
