Monobit,Frequency Within Block,Runs,Longest Runs in Ones,Binary Matrix Rank,Non-Overlapping Template,Overlapping Template,Linear Complexity,Maurers
0.370902158,1.230814845,7.38610651,96.09958626,5.2371662489999995,0.02094308066,0.0014275543379999999,0.0031853896500000003,6.192528978719514
1.4293302669999999,6.271314991000001,4.8739232480000005,118.2752814,13.9524804,1.239039095,0.0022378948879999997,0.004674258588,6.201774584726393
1.908789155,5.643401793,3.624630008,97.86385067,5.6784115129999995,2.84030757,0.0006998069196,0.001490956415,6.19466273527784
1.10366008,3.01478478,3.060081536,99.65428654,3.729312629,1.018170016,0.000119356613,0.00398863854,6.1966191252732585
0.5699228282,5.376616904,1.410534486,100.7981334,7.184749332000001,0.6498075743999999,0.0006140087429,0.001338526969,6.197801874526173
2.216366554,1.810323863,3.6890114210000005,108.32242859999998,7.508286139,0.2923020916,0.0023610223660000002,0.0002211303903,6.202231799820743
1.239355991,5.764141447999999,10.74884065,100.97209659999999,3.117552827,2.2131953330000003,0.001100454758,0.0005589036313999999,6.193475417110154
0.06332475869,3.865369254,5.581924247999999,93.98970461,0.09298368752,0.5549614218,1.0300000000000001e-05,0.015336733200000001,6.196232652748769
0.40708773439999996,4.401275678999999,4.56691004,103.54151829999999,11.37775945,1.349430829,0.00027745915310000005,0.005067048694,6.197025317555627
0.6332475868999999,4.174657765,1.491403971,78.60011546,9.270659184,6.705009746,0.002729589925,0.008440109527,6.202956560593205
0.2442526406,4.286640127,6.760953575,97.77763879999999,5.0858197480000005,0.8418291398000001,2.8999999999999997e-05,0.006365808861,6.196251801985971
0.461366099,7.807783852999999,9.921010407999999,95.60617723,5.412067409,2.346907035,0.000646439809,0.005390051848000001,6.194587208597561
0.2080670643,3.15935526,9.890087761,90.03781391,4.445650124,3.616285719,0.002225381292,0.006348166503,6.20180769043608
1.185077627,11.55458676,9.603377559,86.47926489,4.105278557,1.153381126,0.0011531536810000002,0.008554245941,6.19333292063903
2.0263922780000003,1.823406294,9.956621739,101.7233715,3.1804047939999998,2.7838959389999998,0.0012000344689999999,0.0006589691819,6.193365468766198
1.5107478140000001,2.958309305,8.085275183,82.4219186,5.430886331,0.3187350184,0.001143373692,0.0056307505070000005,6.199074800997297
0.5065980695000001,2.4717757209999998,5.451318975,103.36062729999999,3.5437512960000004,2.321837288,0.00039774297960000005,0.003203843079,6.197382560319236
0.3528093698,6.173524911,2.461583224,93.65640335,5.184657584,6.178868817000001,0.001211115941,0.002251288249,6.1930797404786855
0.054278364589999996,10.37792683,6.795216365,105.41970559999999,7.7085829320000006,0.6932998953,0.002198671162,0.0015015746900000002,6.1905735130278
1.338866327,6.015538215,4.51008045,88.08650053,5.075208784,1.4035507390000002,0.0004134937058,0.01406294844,6.197397239572523
0.4251805226,3.012721646,5.410564848,96.26046377,1.280993608,0.4035833172,0.00019584033640000003,0.0018780768220000002,6.1957799072248285
0.0180927882,9.335631273999999,1.266814177,124.7211585,1.0785440609999999,3.1011758869999997,0.0004294348504,0.001084504804,6.195127767557432
0.18092788199999998,14.61171409,15.01784928,101.9958626,14.71296147,0.7452227585,0.0021272777770000003,0.007304252689,6.201550477776678
0.4975516754,7.2808117,5.043236455,103.2551718,4.271594648,1.4939883180000002,0.001329498142,0.002329573732,6.199470584709783
0.0180927882,5.403545372999999,2.996124935,110.39305300000001,2.893444594,2.666608076,0.00018567828719999997,0.002349166111,6.196839136946584
0.3799485521,5.655477438999999,3.8841116239999995,107.57423270000001,2.237729762,0.7441399568000001,0.0007630853993,0.02738087483,6.19809039195196
1.076520898,3.886571514,3.30170605,88.21504859,4.66612616,1.362015921,0.0009172553784000001,0.001852467411,6.198371214866497
2.56012953,0.7903457014,6.428504103,136.2319831,1.078646119,2.316043922,0.0004617071961,0.009129008584,6.197394662222494
1.393144691,3.089128596,7.001511723999999,57.73222361,10.06614701,0.1982226197,0.0003233246225,0.0020689959,6.19531442370893
1.420283873,8.293337789,4.526054125,129.0556144,10.73150776,0.7114236718000001,0.001156497107,0.005153181439,6.193328546797048
0.054278364589999996,0.6507344727000001,2.012166779,110.02973159999999,4.75111999,2.9287518539999997,0.0021311500829999997,0.001924997456,6.201468658554028
0.0180927882,6.198446072,1.1173589940000002,104.8069855,1.8938425769999998,0.4514929001,0.0007345893090000001,0.01101123499,6.194473082287648
1.022242533,7.055003358,4.607757521,118.5262196,9.750854651000001,0.1244473739,0.0023376111269999998,0.004660896617,6.190380912952143
0.7327579219,3.027771243,5.594787636,86.90339652,9.267651595,1.15612805,3.5799999999999996e-05,0.027452459310000003,6.196269835602291
0.0180927882,6.214496645,1.862594308,117.66102179999999,3.955799162,9.386754053999999,0.0006401799261,0.00258180842,6.194664065066616
0.6151547987,4.265793253,5.312509913,87.79014721,5.783913251,17.18671456,0.001236083351,0.005156201195,6.193150650270617
0.1718814879,4.17846033,2.824622308,84.54950447,1.8423802040000001,1.432685446,0.0005988684395,0.003634575399,6.194642415763593
0.6784795574,11.20523745,1.300017819,93.55787549,3.638620908,0.7172777843000001,0.0001537219491,0.003707658433,6.196468415868012
0.6151547987,2.097182781,4.179854778999999,88.28124699,5.00007497,2.0315054790000002,0.0034523117139999998,0.007679293022,6.204631355657701
0.55183004,3.6244565769999997,0.5595406435,80.19734437,4.219644103,9.63139863,0.00120489461,0.025695880860000003,6.199147013855162
0.48850528130000004,1.656650755,2.177049078,92.93283941,5.483822824,0.23884335339999999,0.002423853673,0.02788259475,6.190201989671761
0.7870362865,4.384751508,3.8462458330000002,99.11546233,4.623586764,1.452840425,0.001584328157,0.0037015212890000003,6.192300202516217
1.8183252140000001,6.328445205,3.3011231,102.4138362,8.313411169,5.2793043619999995,0.0001804086761,0.01045186555,6.196821000921777
1.076520898,9.475472756,2.0246078730000003,80.89550659,6.883059321,0.8448716389,0.0008254988068999999,0.001430852096,6.194294226445274
0.7237115278,5.366253324,5.9220337579999995,110.32608490000001,4.597987654,3.469802868,0.001134306632,0.00246053367,6.1936663220126755
2.125902613,2.9534195760000004,4.537229788,103.3914173,1.738896174,7.621937479,3.4200000000000005e-05,0.0058180687719999995,6.196254569696781
0.642293981,7.828743011,4.684918738,82.30337727,11.02111239,1.030916632,0.002368381237,0.001697785832,6.190284845701537
0.6332475868999999,4.304553873,6.02539972,99.56961416,5.707775507000001,1.142493779,0.0009266135120000001,0.016699953190000002,6.198623963736658
1.320773538,6.913298746000001,2.692080885,100.8089098,5.478910982,0.8335413139,0.001092747897,0.0007768481952999999,6.193505589956
1.764046849,4.546399053,0.9948993552,89.71836813,9.771632228,0.07730846597,0.0009450433549,0.001021207781,6.198700687531461
0.3528093698,11.12868773,3.833131887,95.46146445,9.584480453,0.4104812179,0.000505064147,0.007288726992,6.197623379664669
1.329819932,0.5797245676,6.741638831,118.5092851,9.509518272000001,2.080549467,0.00046827722139999997,0.0048247375280000004,6.197682716953746
0.6875259514000001,9.783963857,3.040120535,89.30116425,10.79448241,2.602802486,0.001169289269,0.002304689299,6.193496946526459
0.2985310052,4.859645877,7.240569961,75.30174156,3.846013258,0.8303384215999999,0.001289553602,0.009124062822,6.1930999103876205
0.1628350938,5.909907614,2.245505706,128.74925430000002,6.928755397000001,3.154658132,0.001727570571,0.007497499024,6.200441480114405
1.2664951740000001,7.270740678999999,5.591244163,104.4321178,16.68339259,0.8314801081000001,0.00010757434600000001,0.0009877024473999999,6.196444033475694
1.058428109,1.9816133530000002,0.1569860891,82.15635524,20.78122874,0.1501876962,0.001161069735,0.000963304141,6.1934943205376385
0.5065980695000001,14.720557099999999,5.282272591,105.54440490000002,4.633488048,2.31100088,0.0007344390821000001,0.00035100138360000005,6.198094912768102
1.5197942080000002,8.827551222,7.104673386,93.98816511,3.878228089,4.142429569,0.0009443389177999999,0.001294449557,6.198608021052639
1.9359283369999998,6.039355055,2.962305557,112.2589243,4.104113305,2.321837288,0.0008622717916,0.013484336299999998,6.1941284413577575
0.9498713803,6.987845195,10.53209657,79.35292986,6.41978962,2.440417839,0.0009869986878,0.015181770869999998,6.198744484598396
0.34376297570000003,5.389809284,3.42040965,94.36457231,5.477417357,2.196376951,0.0009390948732999999,0.001120406815,6.198555990315101
1.230309597,4.371968733,2.924752242,118.9826807,4.524558839,8.348054415,0.000617790134,0.0129030703,6.197913354492393
1.049381715,4.740987136,4.198010704,100.854325,7.052059523,0.00649766284,0.00054397772,0.001760051286,6.194970402248642
2.433480012,2.558875967,1.872251691,105.20109690000001,11.61626257,2.322263655,0.0008129790841,0.016283324499999998,6.198297928605179
1.6645365140000001,4.190850328,1.456412744,109.5263158,3.245805201,0.6234754339,0.0003463209048,0.0006340740036,6.197067142570223
1.5831189669999999,2.859644362,5.633455399,90.23333013,8.855649598,3.18572576,0.001657918837,0.0014994019020000001,6.200397387007047
1.384098297,1.5355093869999998,3.679414413,101.90811120000001,2.929610544,0.6948715298,0.001413100333,0.0027840634100000003,6.20001311359596
0.4975516754,2.793900912,2.883233273,86.42538247,4.797595972,2.109171178,7.6e-05,0.006010878593999999,6.195995888657109
0.3980413403,9.557099958,3.305011468,87.82170692,8.828288826,6.892803754,0.00044715259230000004,0.0004861780758,6.1950676194957
0.5970620105,3.52111987,1.4015499319999998,85.39391898,12.65405913,8.317282632000001,0.0007442886205,0.001109577338,6.194483446219345
0.370902158,4.358121683,4.015249744,103.27595500000001,11.28760329,0.5417682423,0.0003334323424,0.001058055396,6.197215345435989
0.9860569567,5.463461842,5.6100941760000005,120.1711729,4.160776545,0.206644123,0.0007315549370000001,0.0006687346939,6.1943958991763095
0.8232218629000001,11.27667301,6.376400351,73.32425671,11.81433551,1.5014133680000001,0.001144850684,0.0008904251874,6.198975509855343
0.6784795574,8.595881132,5.841722311,102.4646397,6.504479165,2.26837855,0.000143787757,0.00072053317,6.195999682306199
2.8405677469999997,2.923724177,6.915902147000001,93.41701145,13.00220661,0.69487154,0.000811396162,0.001111107228,6.198197472837174
0.5699228282,4.7037696019999995,3.271862538,107.7651304,2.665317177,1.280931611,0.0008133697245,0.0004400050848,6.194284054975076
0.2623454288,8.916072248999999,7.200701369,100.32088909999999,3.615999557,1.8226491919999999,0.001792538178,0.001774761448,6.191816364314784
0.5880156164,8.614595655,0.8565656603,93.49090734,3.287292882,0.41738382079999997,0.0004841902622,0.0059678847730000005,6.197587983378
0.054278364589999996,3.2293048,7.871523438,107.7027807,2.0929588359999998,2.9696432280000002,0.0014528776120000001,0.001313533568,6.199845880246549
0.7237115278,3.217132187,2.5957155380000003,101.0937169,6.754330172,0.18640167829999998,0.0005619130878,0.012176691310000001,6.194860057926079
2.0354386719999997,5.0245597,1.607903488,74.86375445,8.358192661,3.141821943,0.00011732540570000001,0.006187871672,6.196468438278249
0.3347165816,5.720447631,3.519856265,111.3867988,17.51555449,0.1330242339,0.0011286735709999998,0.017902321069999998,6.193403790216
0.3618557639,3.368008296,12.10709555,107.6388916,5.762341021,1.278411916,0.003569231072,0.000954562747,6.1874505653460625
